"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL241471";"";"None";"433.55";"1";"5.87";"11";"CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccccn2)c1";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"16.92";"0.31";"1.47";"10.69";"0";"CHEMBL885568";"Displacement of [3H]2-methyl-2-(4-{3-[porpyl-(5-pyridin-2yl-thiophene-2-sulfonyl)-amino]-propyl}-phenoxy)-propionic acid from human PPARgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139045";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"46.0"
"CHEMBL385585";"";"None";"632.58";"2";"7.42";"4v";"O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2cc(OCc3ccccc3)ccc2n1Cc1cccc(C(F)(F)F)c1";"IC50";"'='";"770.0";"nM";"6.11";"";"";"UO_0000065";"9.66";"0.19";"-1.31";"7.90";"0";"CHEMBL855083";"Displacement of Fluormone from PPAR gamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139678";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"770.0"
"CHEMBL231690";"";"None";"386.42";"0";"4.80";"16g";"Cc1nc(C(F)(F)F)sc1CSc1ccc2c(ccn2CC(=O)O)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896468";"Displacement of [3H]5-(4-(3-(5-methyl-2-phenyloxazol-4-yl)propanoyl)benzyl)thiazolidine-2,4-dione from human PPARgamma after 2 hrs by SPA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149526";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"10000.0"
"CHEMBL569372";"";"None";"327.46";"1";"5.71";"6, E-6-NO2-18:1";"CCCCCCCCCCCC/C(=C\CCCC(=O)O)[N+](=O)[O-]";"IC50";"'='";"1720.0";"nM";"5.76";"";"";"UO_0000065";"17.60";"0.34";"0.05";"7.17";"0";"CHEMBL1062956";"Displacement of [3H2]nTZD3 from GST-tagged human recombinant PPARgamma by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151944";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"1.72"
"CHEMBL223379";"";"None";"513.59";"2";"5.29";"16";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)NCc2ccccc2)c1";"IC50";"'='";"706.0";"nM";"6.15";"";"";"UO_0000065";"11.98";"0.22";"0.86";"5.41";"0";"CHEMBL912551";"Displacement of [3H]2-methyl-2-(4-{3-propyl-(5-pyridin-2yl-thiophene-2-sulfonyl)-amino]-pro-pyl}-phenoxy)-propionic acid from human PPARgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146164";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"706.0"
"CHEMBL392950";"";"None";"506.52";"2";"6.67";"13i";"O=C(O)COc1ccc(SCc2ccc(OCc3ccc(F)cc3C(F)(F)F)cc2)c2c1CCC2";"IC50";"'<'";"11100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896363";"Displacement of [3H]5-(4-(3-(5-methyl-2-phenyloxazol-4-yl)propanoyl)benzyl)thiazolidine-2,4-dione from human PPARgamma after 2 hrs by SPA assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148881";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"11100.0"
"CHEMBL191556";"";"None";"453.58";"1";"6.41";"56";"CCCc1cc2c(=O)n(C(C)C)oc2c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"14.98";"0.28";"0.39";"8.32";"0";"CHEMBL830984";"In vitro binding affinity for human PPAR gamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140307";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"0.16"
"CHEMBL190334";"";"None";"446.97";"1";"5.94";"36 (racemic)";"CCC1(C(=O)O)Cc2cc(OCCCOc3ccc(CC(C)(C)C)cc3Cl)ccc2O1";"IC50";"'='";"5600.0";"nM";"5.25";"";"";"UO_0000065";"11.75";"0.23";"-0.69";"8.08";"0";"CHEMBL830065";"In vitro binding affinity for PPAR-gamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144356";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"5.6"
"CHEMBL365387";"";"None";"550.53";"2";"6.84";"4";"COc1ccc2ncc(-n3c(C)c(Cc4cccc(O[C@@H](C)C(=O)O)c4)c4cc(OC(F)(F)F)ccc43)cc2c1";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"13.69";"0.26";"0.70";"9.10";"0";"CHEMBL830853";"Inhibition of human peroxisome proliferator activated receptor gamma binding";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145238";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"29.0"
"CHEMBL370024";"";"None";"460.83";"1";"5.25";"40 (racemic)";"CCC1(C(=O)O)Cc2ccc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)cc2O1";"IC50";"'='";"3220.0";"nM";"5.49";"";"";"UO_0000065";"11.92";"0.24";"0.24";"7.40";"0";"CHEMBL830065";"In vitro binding affinity for PPAR-gamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144356";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"3.22"
"CHEMBL246473";"";"None";"470.57";"1";"5.40";"1b";"Cc1oc(-c2ccccc2)nc1CCOc1cccc(CN(CCc2ccccc2)CC(=O)O)c1";"IC50";"'='";"134.0";"nM";"6.87";"";"";"UO_0000065";"14.61";"0.27";"1.47";"9.07";"0";"CHEMBL886573";"Displacement of fluorescein labeled ligand from PPARgamma receptor by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139149";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.134"
"CHEMBL372850";"";"None";"387.44";"1";"5.95";"13";"CC(C)c1cccc(-n2c(C(=O)O)c(Oc3cccc(O)c3)c3ccccc32)c1";"IC50";"'='";"102.0";"nM";"6.99";"";"";"UO_0000065";"18.05";"0.33";"1.04";"9.75";"0";"CHEMBL880426";"Inhibitory concentration against human peroxisome proliferator activated receptor gamma in SPA assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143644";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"0.102"
"CHEMBL245674";"";"None";"457.53";"0";"4.75";"2k";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccccn2)cc1";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"12.10";"0.22";"0.79";"6.24";"0";"CHEMBL886573";"Displacement of fluorescein labeled ligand from PPARgamma receptor by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139149";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"2.9"
"CHEMBL50680";"";"None";"545.70";"2";"7.96";"23";"CCCc1cc(Oc2ccc(C3CCCC3)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"12.36";"0.24";"-1.22";"9.13";"0";"CHEMBL757883";"In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136397";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"0.18"
"CHEMBL237484";"";"None";"462.93";"1";"5.87";"27";"Cc1cc(Oc2cccc(CNC(=O)c3cc4ccc(Cl)cc4[nH]3)c2)ccc1CCC(=O)O";"IC50";"'='";"233.0";"nM";"6.63";"";"";"UO_0000065";"14.33";"0.27";"0.76";"7.26";"0";"CHEMBL902597";"Displacement of [3H]2-methyl-2-(4-{3-{propyl-(5-pyridin-2-yl-thiophene-2-sulfonyl)-amino}-propyl}-phenoxy)-propionic acid from human PPARgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138336";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"233.0"
"CHEMBL237518";"";"None";"519.49";"2";"6.43";"20";"Cc1cc(CNC(=O)c2ccc(C(F)(F)F)cc2F)cc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)c1";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"15.25";"0.29";"1.49";"9.33";"0";"CHEMBL902597";"Displacement of [3H]2-methyl-2-(4-{3-{propyl-(5-pyridin-2-yl-thiophene-2-sulfonyl)-amino}-propyl}-phenoxy)-propionic acid from human PPARgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138336";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"12.0"
"CHEMBL3398462";"";"None";"492.57";"0";"4.99";"6a";"CCOC(=O)N1C[C@H](CC(=O)O)[C@@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1";"IC50";"'='";"8110.0";"nM";"5.09";"";"";"UO_0000065";"10.34";"0.19";"0.10";"4.99";"0";"CHEMBL3399106";"Binding affinity to PPARgamma (unknown origin) using fluorescein-tagged dual PPARalpha/gamma activator by homogeneous fluorescence polarization binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396995";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"8.11"
"CHEMBL3398439";"";"None";"526.59";"2";"5.65";"3f";"Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(C(=O)Oc3ccccc3)C[C@H]2C(=O)O)c1";"IC50";"'='";"590.0";"nM";"6.23";"";"";"UO_0000065";"11.83";"0.22";"0.58";"6.10";"0";"CHEMBL3399106";"Binding affinity to PPARgamma (unknown origin) using fluorescein-tagged dual PPARalpha/gamma activator by homogeneous fluorescence polarization binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396995";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"0.59"
"CHEMBL3398432";"";"None";"478.55";"0";"4.92";"2c";"CCOC(=O)N1C[C@H](CC(=O)O)[C@@H](c2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1";"IC50";"'='";"5460.0";"nM";"5.26";"";"";"UO_0000065";"11.00";"0.21";"0.34";"5.15";"0";"CHEMBL3399106";"Binding affinity to PPARgamma (unknown origin) using fluorescein-tagged dual PPARalpha/gamma activator by homogeneous fluorescence polarization binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396995";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"5.46"
"CHEMBL4067207";"";"None";"505.56";"1";"3.11";"25e";"CCc1nc2ccccc2c(=O)n1CC(=O)Nc1ccc(S(=O)(=O)NC(=O)Nc2ccccc2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4057935";"Displacement of fluormone-PPARgamma green from GST-tagged PPARgamma-LBD (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052774";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";""
"CHEMBL149676";"";"None";"451.57";"0";"4.23";"15";"CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(Cc2ccc(C)cc2)c1=O";"IC50";"'='";"4900.0";"nM";"5.31";"";"";"UO_0000065";"11.76";"0.22";"1.08";"6.15";"0";"CHEMBL759455";"Inhibitory activity of compound against the binding of human Peroxisome proliferator activated receptor gamma was determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145902";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"4900.0"
"CHEMBL253120";"CHLOROCYCLINONE A";"None";"454.86";"0";"4.35";"1, chlorocyclinone A";"CCc1c(C(=O)OC)cc2c(c1O)C(=O)c1c(O)cc3cc(C)c(Cl)c(OC)c3c1C2=O";"IC50";"'='";"7000.0";"nM";"5.16";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL943156";"Antagonist activity at human PPARgamma receptor in CHO-K1 cells assessed as rosiglitazone-induced receptor activation by cell based reporter assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141434";"1";"Scientific Literature";"J Nat Prod";"2007";"CHEMBL3307512";"";"";"";"7.0"
"CHEMBL397120";"";"None";"557.05";"2";"7.27";"2l";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccc(-c3ccccc3Cl)o2)cc1";"IC50";"'='";"280.0";"nM";"6.55";"";"";"UO_0000065";"11.76";"0.22";"-0.72";"7.37";"0";"CHEMBL886573";"Displacement of fluorescein labeled ligand from PPARgamma receptor by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139149";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.28"
"CHEMBL247925";"";"None";"548.64";"2";"7.15";"2g";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccc(Oc3ccccc3)cc2)cc1";"IC50";"'='";"227.0";"nM";"6.64";"";"";"UO_0000065";"12.11";"0.22";"-0.51";"7.81";"0";"CHEMBL886573";"Displacement of fluorescein labeled ligand from PPARgamma receptor by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139149";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.227"
"CHEMBL429823";"";"None";"506.60";"2";"6.51";"1g";"Cc1oc(-c2ccccc2)nc1CCOc1cccc(CN(CC(=O)O)Cc2cccc3ccccc23)c1";"IC50";"'='";"67.0";"nM";"7.17";"";"";"UO_0000065";"14.16";"0.26";"0.66";"9.46";"0";"CHEMBL886573";"Displacement of fluorescein labeled ligand from PPARgamma receptor by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139149";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.067"
"CHEMBL241298";"";"None";"423.51";"1";"5.47";"16";"CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cocn2)c1";"IC50";"'='";"979.0";"nM";"6.01";"";"";"UO_0000065";"14.19";"0.26";"0.54";"7.35";"0";"CHEMBL885568";"Displacement of [3H]2-methyl-2-(4-{3-[porpyl-(5-pyridin-2yl-thiophene-2-sulfonyl)-amino]-propyl}-phenoxy)-propionic acid from human PPARgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139045";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"979.0"
"CHEMBL241472";"";"None";"433.55";"1";"5.87";"12";"CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cccnc2)c1";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"16.66";"0.31";"1.35";"10.52";"0";"CHEMBL885568";"Displacement of [3H]2-methyl-2-(4-{3-[porpyl-(5-pyridin-2yl-thiophene-2-sulfonyl)-amino]-propyl}-phenoxy)-propionic acid from human PPARgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139045";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"60.0"
"CHEMBL96143";"";"None";"509.60";"2";"6.75";"26";"CCCc1cc(Oc2ccc(F)c(C)c2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1";"IC50";"'='";"78.0";"nM";"7.11";"";"";"UO_0000065";"13.95";"0.27";"0.36";"9.62";"0";"CHEMBL759452";"In vitro binding affinity against human peroxisome proliferator activated receptor gamma";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136170";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"0.078"
"CHEMBL96451";"";"None";"495.57";"1";"6.44";"21";"CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1";"IC50";"'='";"77.0";"nM";"7.11";"";"";"UO_0000065";"14.35";"0.28";"0.67";"9.63";"0";"CHEMBL759452";"In vitro binding affinity against human peroxisome proliferator activated receptor gamma";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136170";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"0.077"
"CHEMBL331071";"";"None";"489.59";"1";"5.74";"5";"CCCc1cc(C(=O)c2ccccc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1";"IC50";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"15.77";"0.30";"1.98";"9.45";"0";"CHEMBL759453";"In vitro binding affinity against human peroxisome proliferator activated receptor gamma";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136294";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"0.019"
"CHEMBL469939";"";"None";"274.34";"0";"3.37";"1c";"Cc1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1";"IC50";"'='";"407.0";"nM";"6.39";"";"";"UO_0000065";"23.29";"0.46";"3.02";"14.73";"0";"CHEMBL1008816";"Displacement of [3H]BRL49653 from PPARgamma ligand binding domain by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152223";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"407.0"
"CHEMBL485087";"";"None";"450.52";"0";"3.69";"3";"Cc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCc4ccccc4C3)c2)c(C(=O)O)c1";"IC50";"'='";"5011.87";"nM";"5.30";"";"";"UO_0000065";"11.76";"0.23";"1.61";"5.11";"0";"CHEMBL1001153";"Displacement of radiolabeled ligand from human PPARgamma by competition-binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141686";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"5.3"
"CHEMBL2031860";"";"None";"366.48";"1";"6.64";"APH 6";"CC(C)=CCC/C(C)=C/Cc1c(O)cc(/C=C/c2ccc(F)cc2)cc1O";"IC50";"'='";"2320.0";"nM";"5.63";"";"";"UO_0000065";"15.37";"0.29";"-1.01";"13.93";"0";"CHEMBL2033824";"Binding affinity to GST-tagged human PPARgamma by TR-FRET analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029250";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"2.32"
"CHEMBL2037006";"";"None";"443.50";"1";"5.35";"36";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Oc2ccccc2)C(=O)O)cc1";"IC50";"'='";"128.0";"nM";"6.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038597";"Agonist activity at PPARgamma";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";"";"128.0"
"CHEMBL82034";"";"None";"457.53";"1";"5.74";"37";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL2038597";"Agonist activity at PPARgamma";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";"";"18.0"
"CHEMBL345721";"";"None";"467.57";"0";"3.93";"44";"CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(Cc2cccc(OC)c2)c1=O";"IC50";"'='";"6194.41";"nM";"5.21";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038597";"Agonist activity at PPARgamma";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";"";"5.208"
"CHEMBL391283";"";"None";"433.55";"1";"5.87";"13";"CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccncc2)c1";"IC50";"'='";"520.0";"nM";"6.28";"";"";"UO_0000065";"14.49";"0.27";"0.41";"9.15";"0";"CHEMBL885568";"Displacement of [3H]2-methyl-2-(4-{3-[porpyl-(5-pyridin-2yl-thiophene-2-sulfonyl)-amino]-propyl}-phenoxy)-propionic acid from human PPARgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139045";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"520.0"
